候选词序号(NO.),Word,N,词频(Frequence),互信息(Mut),左信息熵(Ent_L),右信息熵(Ent_R),Mark,TF,IDF,TF-IDF,"最小左右信息熵{min(Ent_L, Ent_R)}"
19970,磊最后一,4,5,1.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20058,遍669,4,5,1.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19439,牌龙卷风,4,5,1,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
16819,黄磊我又,4,10,4.9,3.122,0.971,0,0.000243855,4.275238041,0.001042538,0.971
16931,跳定了每,4,10,1.8,2.846,0.971,0,0.000243855,4.275238041,0.001042538,0.971
16699,新世界仙,4,10,1.4,2.322,0.971,0,0.000243855,4.275238041,0.001042538,0.971
16887,万助攻每,4,10,1.6,1.685,0.971,0,0.000243855,4.275238041,0.001042538,0.971
16786,次每天一,4,10,1.9,1.571,0.971,0,0.000243855,4.275238041,0.001042538,0.971
16932,遍战术撩,4,10,1.8,1.157,0.971,0,0.000243855,4.275238041,0.001042538,0.971
13590,离我远,3,5,8.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13383,特意内,3,5,7.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13337,把裤子,3,5,6.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13592,我叫这,3,5,4.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
12948,了吧每,3,5,2.8,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13041,一千五,3,5,2.8,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13374,我爱上,3,5,2.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13424,猛男之,3,5,1.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13273,你在拿,3,5,5.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13594,qia,3,5,4.9,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13538,老子又,3,5,3.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13736,sug,3,5,3.4,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13649,一个小,3,5,2.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13263,了啊每,3,5,2.2,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13494,lon,3,5,2.2,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
12976,贺电每,3,5,2.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13571,再见仙,3,5,1.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13386,953,3,5,1.4,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
12973,爱了上,3,5,1.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13196,无敌仙,3,5,1.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13335,l最后,3,5,1.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13563,头中秋,3,5,1.2,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13406,考古秦,3,5,1.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13294,时候看,3,5,3.2,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13340,了超越,3,5,1.3,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13307,画质秦,3,5,1.2,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13177,o国庆,3,5,1.1,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13596,个月没,3,5,5.7,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13159,系列每,3,5,2.2,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13654,味道仙,3,5,1.9,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13105,助力每,3,5,1.7,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13225,甩狙鲤,3,5,1.5,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13308,八荒籽,3,5,1.5,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13525,场国庆,3,5,1.4,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13555,甩狙有,3,5,1.2,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13024,舞众神,3,5,1.1,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13399,然回首,3,5,7.9,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13624,太乙内,3,5,6.9,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13160,么快就,3,5,6.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13268,续打击,3,5,6.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13664,踢你五,3,5,5.9,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13065,么还在,3,5,5.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13341,啥感觉,3,5,5.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13442,王之乱,3,5,5.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13427,边的小,3,5,4.7,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13680,tar,3,5,4.7,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
12931,小眼睛,3,5,4.6,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13746,我朱鼎,3,5,4.6,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13288,ock,3,5,4.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13471,我英语,3,5,4.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13400,一边防,3,5,4.2,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13473,天就跳,3,5,4,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13498,辛苦了,3,5,4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13014,人解密,3,5,3.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13212,来守护,3,5,3.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13631,击镜像,3,5,3.6,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13426,子给我,3,5,3.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13687,矿岷叔,3,5,3.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13453,道你是,3,5,3.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13693,去直播,3,5,3.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13409,左右右,3,5,3,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13216,暴光速,3,5,2.9,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13662,得不错,3,5,2.8,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13089,暴元旦,3,5,2.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13323,天几遍,3,5,2.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13604,log,3,5,2.7,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13162,动手机,3,5,2.5,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13666,难受啊,3,5,2.5,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
12940,遍逐渐,3,5,2.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13028,看的每,3,5,2.4,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13504,看还是,3,5,2.2,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13688,狙猛男,3,5,2.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13534,me宴,3,5,2.1,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13708,兄贵我,3,5,2.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13091,现在5,3,5,2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13528,遍明天,3,5,2,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13683,路停服,3,5,2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13656,老师别,3,5,1.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13437,锁每日,3,5,1.7,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13468,矿58,3,5,1.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13145,开我称,3,5,1.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13390,之宝众,3,5,1.5,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13413,ao啊,3,5,1.5,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13425,方光速,3,5,1.5,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
12943,的好啊,3,5,1.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13202,路诸神,3,5,1.4,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13382,源黄磊,3,5,1.4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13467,输出反,3,5,1.4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13478,592,3,5,1.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
12999,门26,3,5,1.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
13206,遍后面,3,5,1.3,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
12959,个亿的,3,5,1.2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
12996,596,3,5,1.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13140,普京啊,3,5,1.2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
13141,矿67,3,5,1.2,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
13602,年国庆,3,5,1.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
13149,约每天,3,5,1.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
13070,11w,3,5,1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
10924,请挑选,3,10,5,3.122,0.971,0,0.000243855,4.275238041,0.001042538,0.971
10783,寝室参,3,10,7.2,1.971,0.971,0,0.000243855,4.275238041,0.001042538,0.971
11038,然还有,3,10,5.3,0.971,2.922,0,0.000243855,4.275238041,0.001042538,0.971
11037,舞我李,3,10,4.4,0.971,1.571,0,0.000243855,4.275238041,0.001042538,0.971
10870,天三遍,3,10,4.2,0.971,2.846,0,0.000243855,4.275238041,0.001042538,0.971
11031,459,3,10,2.1,0.971,1.771,0,0.000243855,4.275238041,0.001042538,0.971
7510,鹏展翅,3,74,8,0.971,4.975,0,0.001804526,3.441569463,0.006210401,0.971
7413,遍最后,3,83,2,1.217,0.971,0,0.002023995,3.39235144,0.006866103,0.971
6677,滚筒,2,5,9.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6193,旱地,2,5,6.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6314,再來,2,5,4.2,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6613,小步,2,5,3.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6185,美少,2,5,3.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6507,炎龙,2,5,3.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6400,四面,2,5,3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6342,发起,2,5,1.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6605,臣卜,2,5,10.9,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6047,卡布,2,5,6.4,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6663,骗你,2,5,4.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6645,摸过,2,5,3.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6454,班已,2,5,3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6251,zo,2,5,2.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6686,器光,2,5,2.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6293,y要,2,5,1.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6552,服每,2,5,1.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6544,翅战,2,5,1.6,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6630,遍今,2,5,1.4,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6231,么只,2,5,3.5,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6317,打摆,2,5,2.8,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6467,千夫,2,5,2.8,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6580,鬼剑,2,5,2.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6479,颜恐,2,5,2.1,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6691,梦里,2,5,2.1,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6224,陈道,2,5,1.9,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6115,斯提,2,5,1.8,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6121,山荷,2,5,1.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6659,体左,2,5,1.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6458,挠裤,2,5,1.4,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6349,姿狗,2,5,1.1,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6350,美每,2,5,1.1,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6480,了支,2,5,1,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6619,板栗,2,5,9.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6651,扳命,2,5,7.9,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
6674,察觉,2,5,6.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6747,娶他,2,5,6,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
6446,然而,2,5,5.3,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6417,级变,2,5,4.9,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
6748,振核,2,5,4.6,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6369,硬太,2,5,4.4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6196,億遍,2,5,4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6712,张俊,2,5,4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6109,OC,2,5,3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6053,狙钢,2,5,2.9,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6148,贵月,2,5,2.8,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6166,位专,2,5,2.4,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6366,数字,2,5,2.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6723,庐这,2,5,2.2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6143,佳黄,2,5,2.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6118,是黑,2,5,2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6372,水月,2,5,2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6319,冤这,2,5,1.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6661,边有,2,5,1.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6060,方精,2,5,1.7,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6169,批4,2,5,1.7,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6286,班男,2,5,1.7,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6421,们刷,2,5,1.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6513,秀故,2,5,1.7,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6666,们为,2,5,1.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6155,矿x,2,5,1.5,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6679,管荷,2,5,1.5,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6084,容陈,2,5,1.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6135,哥好,2,5,1.4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6434,路胡,2,5,1.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6131,冤六,2,5,1.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6199,管张,2,5,1.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6304,习一,2,5,1.3,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6426,后那,2,5,1.3,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6534,毒再,2,5,1.3,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6653,遍承,2,5,1.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6156,水自,2,5,1.2,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
6220,世之,2,5,1.2,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
6290,验单,2,5,1.2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6046,动真,2,5,1.1,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6260,狂苏,2,5,1.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
6570,冤7,2,5,1.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
6574,剑光,2,5,1.1,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6364,3舍,2,5,1,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
6527,合拳,2,5,1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6600,兴一,2,5,1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6649,海六,2,5,1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
6720,遍莫,2,5,1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
4151,吧每,2,10,1.7,2.161,0.971,0,0.000243855,4.275238041,0.001042538,0.971
4398,狂光,2,10,1.5,0.971,1.295,0,0.000243855,4.275238041,0.001042538,0.971
3321,姨呢,2,15,6,0.971,2.289,0,0.000365782,4.112510743,0.001504284,0.971
3224,搏上,2,15,2.8,0.971,0.997,0,0.000365782,4.112510743,0.001504284,0.971
3252,影小,2,15,1,0.971,2.005,0,0.000365782,4.112510743,0.001504284,0.971
2643,没白,2,20,4.1,3.641,0.971,0,0.00048771,3.994411431,0.001948113,0.971
29633,仙人指路龙卷风,7,123,4.4,5.459,0.974,0,0.002999415,3.223209041,0.009667741,0.974
25802,00w合影4,6,41,1.7,0.974,1.885,0,0.000999805,3.693381436,0.003692661,0.974
14783,真的最后,4,37,6.2,4.442,0.974,0,0.000902263,3.736847129,0.003371619,0.974
8809,蓬松的,3,24,4.9,1.606,0.974,0,0.000585252,3.918690717,0.00229342,0.974
7105,您的i,3,172,6,5.301,0.974,0,0.004194304,3.078584623,0.012912518,0.974
1215,门上,2,64,1.4,0.974,1.743,0,0.001560671,3.503717369,0.00546815,0.974
14256,冲啊冲啊,4,83,3.8,1.066,0.975,0,0.002023995,3.39235144,0.006866103,0.975
8643,遍71,3,27,1.5,0.975,2.996,0,0.000658408,3.869472695,0.002547692,0.975
1352,道你,2,56,1.7,0.976,2.333,0,0.001365587,3.56075587,0.004862523,0.976
100,又来,2,1292,4,2.487,0.976,0,0.031506048,2.205032201,0.069471849,0.976
30325,00万合影再来,7,17,3.6,1.557,0.977,0,0.000414553,4.061358221,0.001683649,0.977
26624,鲤鱼打挺每天,6,17,4.7,3.572,0.977,0,0.000414553,4.061358221,0.001683649,0.977
25708,敲门哈哈哈哈,6,50,3.1,1.383,0.977,0,0.001219274,3.60906055,0.004400435,0.977
15680,遍六贵族,4,17,1.8,0.977,3.455,0,0.000414553,4.061358221,0.001683649,0.977
9582,合影空,3,17,1.6,2.343,0.977,0,0.000414553,4.061358221,0.001683649,0.977
9589,人觉得,3,17,1.8,0.977,1.902,0,0.000414553,4.061358221,0.001683649,0.977
132,欢迎,2,978,6.9,6.162,0.977,0,0.023849005,2.325848034,0.055469162,0.977
30329,路仙人指路黄磊,7,17,2.4,0.978,2.131,0,0.000414553,4.061358221,0.001683649,0.978
25352,nbnbnb,6,266,6.4,1.173,0.978,0,0.006486539,2.890119465,0.018746873,0.978
21836,单兵作战光,5,17,2.7,1.439,0.978,0,0.000414553,4.061358221,0.001683649,0.978
21164,出不去了每,5,29,2.3,4.28,0.978,0,0.000707179,3.839509471,0.002715221,0.978
20466,早期作品每,5,95,1.8,3.387,0.978,0,0.002316621,3.334359493,0.007724448,0.978
9499,万警告,3,17,3.6,0.978,3.499,0,0.000414553,4.061358221,0.001683649,0.978
2916,怪的,2,17,2.3,0.978,2.895,0,0.000414553,4.061358221,0.001683649,0.978
7883,门每日,3,48,1.8,1.303,0.979,0,0.001170503,3.626434646,0.004244754,0.979
7819,知道我,3,50,3.4,0.979,1.882,0,0.001219274,3.60906055,0.004400435,0.979
1662,体故,2,41,3.1,0.979,1.364,0,0.000999805,3.693381436,0.003692661,0.979
33213,000万合影再来,8,12,3.3,2.355,0.98,0,0.000292626,4.202687374,0.001229815,0.98
33199,3333仙人指路,8,12,4.4,0.98,1.896,0,0.000292626,4.202687374,0.001229815,0.98
30692,年快乐6000,7,12,3.6,0.98,2.085,0,0.000292626,4.202687374,0.001229815,0.98
27153,万合影每日一,6,12,3.9,2.292,0.98,0,0.000292626,4.202687374,0.001229815,0.98
27158,遍5000万,6,12,1.7,0.98,2.918,0,0.000292626,4.202687374,0.001229815,0.98
22357,故技重施每,5,12,1.1,2.918,0.98,0,0.000292626,4.202687374,0.001229815,0.98
22340,真的是最后,5,12,6.1,2.752,0.98,0,0.000292626,4.202687374,0.001229815,0.98
22369,早期作品久,5,12,2.1,1.896,0.98,0,0.000292626,4.202687374,0.001229815,0.98
16419,bgm是,4,12,4.1,3.418,0.98,0,0.000292626,4.202687374,0.001229815,0.98
10441,度每天,3,12,1.2,1.189,0.98,0,0.000292626,4.202687374,0.001229815,0.98
10375,女散花,3,12,7.4,0.98,3.585,0,0.000292626,4.202687374,0.001229815,0.98
8836,定了每,3,24,1.9,0.98,1.175,0,0.000585252,3.918690717,0.00229342,0.98
3795,头佩,2,12,1,1.781,0.98,0,0.000292626,4.202687374,0.001229815,0.98
3878,乳荷,2,12,3.6,0.98,1,0,0.000292626,4.202687374,0.001229815,0.98
1567,VB,2,45,5.9,0.98,2.351,0,0.001097347,3.653872894,0.004009566,0.98
25783,恭喜你发现了,6,43,2.9,4.301,0.981,0,0.001048576,3.67317805,0.003851606,0.981
30246,我又回来了我又,7,19,4.7,3.722,0.982,0,0.000463324,4.01560073,0.001860525,0.982
8141,亿遍众,3,39,1.7,1.667,0.982,0,0.000951034,3.714570735,0.003532683,0.982
32685,秦王扫六合龙卷风,8,24,5.6,3.209,0.983,0,0.000585252,3.918690717,0.00229342,0.983
30104,00万合影70,7,24,3.2,0.983,1.554,0,0.000585252,3.918690717,0.00229342,0.983
29833,鹅鹅鹅鹅鹅鹅鹅,7,47,8.6,0.983,1.025,0,0.001146118,3.635389489,0.004166585,0.983
25573,合影哈哈哈哈,6,75,3,3.22,0.983,0,0.001828911,3.435817134,0.006283805,0.983
21343,00万助力,5,24,3.7,0.983,4.002,0,0.000585252,3.918690717,0.00229342,0.983
20818,再来亿遍秦,5,44,1.6,4.447,0.983,0,0.001072961,3.663418212,0.003930706,0.983
8308,了中秋,3,33,1.7,3.536,0.983,0,0.000804721,3.785151809,0.003045991,0.983
8306,来了秦,3,33,1.2,2.688,0.983,0,0.000804721,3.785151809,0.003045991,0.983
7982,矿再来,3,44,1.5,0.983,1.321,0,0.001072961,3.663418212,0.003930706,0.983
2365,爷的,2,24,2.6,4.168,0.983,0,0.000585252,3.918690717,0.00229342,0.983
20373,再来亿遍每,5,130,2.1,5.505,0.984,0,0.003170113,3.19935943,0.010142331,0.984
33813,秦王扫六合战术撩,8,7,5.8,2.522,0.985,0,0.000170698,4.413540739,0.000753384,0.985
33844,来逮你裤头便宜点,8,7,4.5,1.664,0.985,0,0.000170698,4.413540739,0.000753384,0.985
33827,冲冲冲仙人指路狗,8,7,3.7,1.379,0.985,0,0.000170698,4.413540739,0.000753384,0.985
33968,便宜点你也要土豆,8,7,5.4,0.985,1.379,0,0.000170698,4.413540739,0.000753384,0.985
33912,防止抑郁每日一遍,8,7,4.5,0.985,2.807,0,0.000170698,4.413540739,0.000753384,0.985
33814,遍4000万合影,8,7,1.9,0.985,2.807,0,0.000170698,4.413540739,0.000753384,0.985
33095,选择你的英雄每天,8,14,5.1,1.089,0.985,0,0.000341397,4.140539467,0.001413567,0.985
33047,发少年狂一睹芳容,8,14,5.7,0.985,3.182,0,0.000341397,4.140539467,0.001413567,0.985
32516,哈哈哈哈哈每天一,8,38,3.2,1.541,0.985,0,0.000926648,3.725566119,0.00345229,0.985
31426,仙人指路最后一,7,7,2.5,2.807,0.985,0,0.000170698,4.413540739,0.000753384,0.985
31311,苏联单兵作战每,7,7,1.6,2.522,0.985,0,0.000170698,4.413540739,0.000753384,0.985
31294,000万合影故,7,7,2.3,1.842,0.985,0,0.000170698,4.413540739,0.000753384,0.985
31372,早期作品欢迎回,7,7,5.6,1.379,0.985,0,0.000170698,4.413540739,0.000753384,0.985
