候选词序号(NO.),Word,N,词频(Frequence),互信息(Mut),左信息熵(Ent_L),右信息熵(Ent_R),Mark,TF,IDF,TF-IDF,"最小左右信息熵{min(Ent_L, Ent_R)}"
32064,龙卷风3000,7,5,3.6,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
31833,000多万播放,7,5,3.4,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
31887,来了5000万,7,5,3.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
32139,4000,7,5,3.2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
32095,天亿遍武汉加油,7,5,3.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
31979,遍每天亿遍再来,7,5,2.8,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
32191,00w合影75,7,5,2.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
32193,了这个男人我张,7,5,2.8,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
31965,牌让我独享经验,7,5,2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
32077,方籽岷早期作品,7,5,1.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
30896,000W合影仙,7,10,1.2,1.846,0.971,0,0.000243855,4.275238041,0.001042538,0.971
30452,籽岷早期作品每,7,15,1.9,3.774,0.971,0,0.000365782,4.112510743,0.001504284,0.971
30462,obobobo,7,15,6.1,0.971,1.231,0,0.000365782,4.112510743,0.001504284,0.971
30210,000万合影每,7,20,1.8,2.228,0.971,0,0.00048771,3.994411431,0.001948113,0.971
29008,荷官发牌苏联,6,5,5.9,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28994,光翼展开最后,6,5,5.8,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29109,上下打点每日,6,5,5.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29343,籽岷和他朋友,6,5,5.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29437,笑死我了每日,6,5,5.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28885,爱了爱了每天,6,5,5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29445,荷官发牌每天,6,5,5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28932,黄磊老师我又,6,5,4.9,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29218,我们元旦也跳,6,5,4.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29270,黄磊上菜再来,6,5,4.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28883,武汉加油我又,6,5,4.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29390,xswl再来,6,5,4.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29022,一亿助攻我又,6,5,4.2,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29140,鱼儿出水我又,6,5,3.7,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29332,考古6000,6,5,3.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29387,鱼儿出水40,6,5,3.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29257,黄磊老师好仙,6,5,1.9,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29058,5000w牛,6,5,1.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29441,秦王扫六合朱,6,5,1.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29154,秦王扫六合守,6,5,1.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29215,了再来亿遍7,6,5,1.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28980,鲤鱼打挺选择,6,5,6.4,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29104,再来亿遍圣诞,6,5,5.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29264,火钳刘明再来,6,5,4.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29105,000W再来,6,5,3.4,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28986,你是个咸蛋仙,6,5,2.6,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29477,仙人抚我顶仙,6,5,2.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29230,苏阳指路苏阳,6,5,6.2,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29311,早期作品诸神,6,5,5.5,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29334,444444,6,5,4.5,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
28951,恭喜3000,6,5,3.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29004,冲冲冲冲牛奶,6,5,3.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29129,开仙人指路光,6,5,2.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29396,方pdd后排,6,5,1.7,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29308,甩狙荷官发牌,6,5,6.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29399,生存黄磊老师,6,5,6.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
29434,防止抑郁苏联,6,5,5.9,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29337,八荒鲤鱼打挺,6,5,5.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29409,后排稳健输出,6,5,5.7,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
29275,龙卷风便宜点,6,5,5,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
29065,世界再来亿遍,6,5,4.6,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29090,甩狙每天一遍,6,5,4.6,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29228,3333每日,6,5,4.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
29505,男人我要定了,6,5,4.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29187,亿遍又回来了,6,5,4.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29261,一遍神清气爽,6,5,4.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29281,一刷恐龙妈妈,6,5,4.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29103,定了一睹芳容,6,5,4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29388,定了每日一遍,6,5,4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
29015,定了每天亿遍,6,5,3.9,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29097,助攻6666,6,5,3.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
28991,定了7000,6,5,3.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29039,00我又来了,6,5,3.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29157,033w合影,6,5,3.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29364,00佩恩六道,6,5,3.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29277,0w欢迎回来,6,5,3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
29250,遍宴请八方每,6,5,2.8,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
29139,遍我又来了每,6,5,2.6,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29083,遍一枝独秀一,6,5,2.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29349,雄5000w,6,5,2.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29501,遍7000W,6,5,2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29249,矿3000w,6,5,1.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
29417,树光翼展开光,6,5,1.5,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
29029,33333这,6,5,1.1,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
29096,路2000w,6,5,1.1,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
27458,秦王扫六合众,6,10,1.3,2.922,0.971,0,0.000243855,4.275238041,0.001042538,0.971
27478,又又又回来了,6,10,4.3,0.971,2.922,0,0.000243855,4.275238041,0.001042538,0.971
27429,合影7500,6,10,3.5,0.971,1.722,0,0.000243855,4.275238041,0.001042538,0.971
27392,遍仙人指路每,6,10,1.6,0.971,0.971,0,0.000243855,4.275238041,0.001042538,0.971
27417,遍仙人指路4,6,10,1.3,0.971,1.357,0,0.000243855,4.275238041,0.001042538,0.971
24824,欢迎来到永,5,5,6.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25074,小心赵本山,5,5,6.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24998,我们班元旦,5,5,4.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25105,黄磊每日一,5,5,4.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24803,要了每日一,5,5,3.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25257,光速QA佩,5,5,2.8,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24770,项庄舞剑苏,5,5,2.7,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25250,死亡凝视光,5,5,2.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24587,精神小伙仙,5,5,2.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24617,恐龙妈妈T,5,5,2.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24697,了5100,5,5,2.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24704,百里守约每,5,5,2.2,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24515,六神无主仙,5,5,2.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24715,一睹芳容钢,5,5,2.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24632,猛男敲门黄,5,5,2,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25175,时代考古籽,5,5,1.9,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24584,故技重施自,5,5,1.7,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24616,我又来了反,5,5,1.6,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25231,致命节奏六,5,5,1.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25042,镇站之宝苏,5,5,1.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25197,百里守约仙,5,5,1.2,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24628,国庆快乐战,5,5,1.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24895,每天一遍百,5,5,1.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24928,鱼儿出水战,5,5,1.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24749,怎么这么像,5,5,5.8,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24675,六贵族每天,5,5,4.6,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24565,的眼神再来,5,5,4.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25151,张国荣再来,5,5,4.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25146,留念每日一,5,5,4.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24908,我就看了亿,5,5,3.9,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24780,来了自取其,5,5,3.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24858,圣诞快乐新,5,5,3.2,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24784,梅开二度振,5,5,3.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24676,狗熊蹭树因,5,5,2.8,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24756,啊哈哈哈好,5,5,2.4,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24811,败者食尘每,5,5,1.9,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24870,镇店之宝黄,5,5,1.9,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25252,再来一遍百,5,5,1.8,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24710,宴请八方守,5,5,1.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24793,00万了每,5,5,1.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24933,早期视频每,5,5,1.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24846,800w仙,5,5,1.6,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24739,百里甩狙籽,5,5,1.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25126,飞叶风暴飞,5,5,7.2,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24579,又来了牛奶,5,5,5.8,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24681,又来了苏联,5,5,5.3,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25117,666苏联,5,5,4.2,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24817,W合影每日,5,5,3.7,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24729,一次再来亿,5,5,3.4,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24543,该死的帅气,5,5,8.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25071,边那个人在,5,5,6.6,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25068,an全一致,5,5,6.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25000,么不穿衣服,5,5,5.9,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
25191,老师出道前,5,5,5.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24595,之宝请选择,5,5,5.7,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
24508,年快乐苏联,5,5,5.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24636,年快乐合影,5,5,5,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25014,的时候还是,5,5,4.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24564,跑酷籽岷的,5,5,4.7,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
24867,是720p,5,5,4.6,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
24767,把门焊死了,5,5,4.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24669,你Ding,5,5,4.2,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24573,万助攻最后,5,5,4.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
25052,门物业砸门,5,5,4.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25140,天一遍来了,5,5,4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
25218,老师我来了,5,5,4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25224,神归位72,5,5,3.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24953,的英雄20,5,5,3.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
24538,遍C位出道,5,5,2.8,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25091,遍一亿助力,5,5,2.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
25120,体致命节奏,5,5,2.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24572,年快乐50,5,5,2.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
24772,荣再来一遍,5,5,2.6,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24851,的快乐源泉,5,5,2.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24829,应仙人指路,5,5,2.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24540,路老肩巨滑,5,5,2.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24569,念每天亿遍,5,5,2.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24760,路最后一次,5,5,2.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24894,尘恐龙妈妈,5,5,2.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24975,方致命节奏,5,5,2.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25004,遍黄老师早,5,5,2.1,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
24490,63w合影,5,5,1.7,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24911,念武汉加油,5,5,1.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24984,狙每天亿遍,5,5,1.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
25015,了我回来了,5,5,1.5,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25256,牌黄磊老师,5,5,1.5,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
24666,路一天一遍,5,5,1.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24838,位最后亿遍,5,5,1.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
24883,牌每天一遍,5,5,1.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24947,存再来亿遍,5,5,1.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25193,狂每天一遍,5,5,1.3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
24648,体5000,5,5,1.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
25092,遍弹幕笑死,5,5,1.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
24720,方新年快乐,5,5,1.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
25032,方每日亿遍,5,5,1.1,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
22863,多人运动每,5,10,1.5,3.322,0.971,0,0.000243855,4.275238041,0.001042538,0.971
22714,宿舍前来报,5,10,7.8,2.722,0.971,0,0.000243855,4.275238041,0.001042538,0.971
22700,最后一遍每,5,10,2.1,2.446,0.971,0,0.000243855,4.275238041,0.001042538,0.971
22758,方每天亿遍,5,10,1,0.971,2.922,0,0.000243855,4.275238041,0.001042538,0.971
21565,遍这个男人,5,20,1.4,0.971,1.419,0,0.00048771,3.994411431,0.001948113,0.971
20089,弹幕这么,4,5,6.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20054,车门已经,4,5,5.5,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19204,蔡徐坤进,4,5,5.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20142,你又落裤,4,5,5.3,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19973,弹幕黄磊,4,5,5.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19899,黄磊最后,4,5,4.8,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20037,怎么又刷,4,5,4.7,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19326,这一招我,4,5,4.2,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19972,5328,4,5,4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19481,7598,4,5,3.4,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19087,来的每天,4,5,3.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19615,7679,4,5,2.9,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19909,5039,4,5,2.9,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19641,6273,4,5,2.8,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19731,5016,4,5,2.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20021,拜年祭再,4,5,2.1,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19640,要定了光,4,5,1.7,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20009,4086,4,5,1.7,2.322,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19128,回来我又,4,5,5.3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19632,魔鬼黄磊,4,5,5.2,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19411,千两百万,4,5,5.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19741,7545,4,5,3.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19787,八荒60,4,5,3,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19738,加油55,4,5,2.9,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19554,1w再来,4,5,2.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19582,5062,4,5,2.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19090,上头了佩,4,5,2.5,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19639,6016,4,5,2.1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19115,已解锁恐,4,5,1.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19846,了705,4,5,1.7,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19961,睹芳容守,4,5,1.2,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19676,600多,4,5,1,1.922,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20091,呼呼呼呼,4,5,8.7,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19834,输出苏联,4,5,5.8,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19542,才100,4,5,3.4,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19685,展开50,4,5,2.9,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19681,6313,4,5,2.8,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19769,遍768,4,5,2.8,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
20023,道欢迎回,4,5,1.1,1.522,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19390,咸蛋每日,4,5,5.3,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19163,快乐这男,4,5,4.2,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19645,合影冲啊,4,5,3,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19281,老师60,4,5,2.9,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19933,牛逼40,4,5,2.9,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19860,万合影席,4,5,2.4,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19109,看亿遍仙,4,5,1.9,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19673,别跳了每,4,5,1.6,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19108,回来了宴,4,5,1.5,1.371,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19420,等于等于,4,5,7,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19881,tftt,4,5,6.8,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19463,那个好像,4,5,6.7,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19838,挑选英雄,4,5,6.5,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
20050,准备团战,4,5,5.9,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19099,甩狙那个,4,5,5.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
20125,老师加油,4,5,5.8,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19790,快乐害怕,4,5,5.6,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
20071,豌豆便宜,4,5,5.4,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19660,八荒黄磊,4,5,5.2,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19596,个有味道,4,5,4.5,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19171,8宿舍长,4,5,4.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19604,亿遍手机,4,5,4.4,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19540,就看亿遍,4,5,4.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
20012,害怕极了,4,5,4.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
20049,个小目标,4,5,4.3,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19871,5倍好评,4,5,4.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19895,的很整齐,4,5,4.2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
20146,w了68,4,5,3.9,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
20105,04现状,4,5,3.6,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19754,一遍助攻,4,5,3.4,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
20004,一天快乐,4,5,3.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19674,朋友们的,4,5,3.3,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19727,六百万了,4,5,3.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19853,5前来报,4,5,3.2,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19589,070W,4,5,3,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19315,一遍52,4,5,2.9,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
20034,舞我们1,4,5,2.7,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19334,亿遍51,4,5,2.5,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19519,亿遍33,4,5,2.5,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19567,320w,4,5,2.5,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19290,hang,4,5,2.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19255,遍689,4,5,2.1,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
19319,76合影,4,5,2.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19561,门667,4,5,2.1,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19955,遍717,4,5,2,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
19136,管pdd,4,5,1.8,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19919,快乐76,4,5,1.8,0.971,1.922,0,0.000121927,4.538479476,0.000553365,0.971
20082,男人我c,4,5,1.7,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19432,合影16,4,5,1.6,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19763,合710,4,5,1.6,0.971,1.371,0,0.000121927,4.538479476,0.000553365,0.971
19398,路607,4,5,1.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19597,狙每日一,4,5,1.4,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19864,新世界2,4,5,1.4,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
19617,遍我称这,4,5,1.3,0.971,0.971,0,0.000121927,4.538479476,0.000553365,0.971
19692,万助攻上,4,5,1.2,0.971,1.522,0,0.000121927,4.538479476,0.000553365,0.971
20044,人生存我,4,5,1.2,0.971,2.322,0,0.000121927,4.538479476,0.000553365,0.971
